date,disease,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z
2017-01-31,0,16.52385321100918,17.332110091743132,16.27522935779817,96.53211009174312,13.4,16.6,13.4,70.0,26.7,19.3,26.5,99.0,17.694444444444454,18.04930555555556,17.447222222222212,93.65277777777777,12.7,16.4,12.7,61.0,29.3,20.6,28.8,99.0,18.481250000000006,17.950694444444448,18.088888888888885,88.8125,13.0,16.3,13.1,42.0,29.8,20.7,30.1,99.0
2017-02-01,0,19.177981651376147,17.711926605504594,18.507339449541284,88.04587155963303,12.8,16.1,12.8,47.0,29.8,20.7,28.6,99.0,15.992361111111114,17.338194444444458,15.775000000000004,97.13194444444444,13.2,16.6,13.4,70.0,26.7,19.3,26.5,99.0,17.694444444444454,18.04930555555556,17.447222222222212,93.65277777777777,12.7,16.4,12.7,61.0,29.3,20.6,28.8,99.0
2017-02-02,0,18.036697247706414,17.633944954128438,17.804587155963297,89.1559633027523,12.5,16.2,12.8,52.0,27.2,19.7,30.1,99.0,17.991666666666656,17.756250000000012,17.45277777777777,90.70833333333331,12.8,16.1,12.8,47.0,29.8,20.7,28.6,99.0,15.992361111111114,17.338194444444458,15.775000000000004,97.13194444444444,13.2,16.6,13.4,70.0,26.7,19.3,26.5,99.0
2017-02-03,0,18.714678899082575,17.834862385321106,18.488073394495405,85.42201834862385,12.7,16.2,12.6,43.0,29.4,20.5,31.5,99.0,17.10138888888888,17.61388888888889,16.88263888888888,91.54861111111113,12.5,16.2,12.8,52.0,27.2,19.7,30.1,99.0,17.991666666666656,17.756250000000012,17.45277777777777,90.70833333333331,12.8,16.1,12.8,47.0,29.8,20.7,28.6,99.0
2017-02-04,0,19.133027522935773,18.052293577981647,18.840366972477067,85.07339449541284,12.9,16.3,12.9,33.0,29.9,20.9,31.5,99.0,17.61180555555556,17.85069444444445,17.406249999999982,88.72222222222223,12.7,16.2,12.6,43.0,29.4,20.5,31.5,99.0,17.10138888888888,17.61388888888889,16.88263888888888,91.54861111111113,12.5,16.2,12.8,52.0,27.2,19.7,30.1,99.0
2017-02-05,0,19.7788990825688,17.85688073394495,19.395412844036702,83.55963302752293,12.8,16.3,12.7,36.0,30.3,20.5,31.2,99.0,17.920833333333327,18.03958333333333,17.681944444444433,88.45833333333331,12.9,16.3,12.9,33.0,29.9,20.9,31.5,99.0,17.61180555555556,17.85069444444445,17.406249999999982,88.72222222222223,12.7,16.2,12.6,43.0,29.4,20.5,31.5,99.0
2017-02-06,0,14.204587155963294,17.295412844036687,13.897247706422016,99.0,13.0,16.9,13.0,99.0,16.1,18.2,14.8,99.0,18.49097222222222,18.159722222222214,18.20347222222223,87.3125,12.8,16.3,12.7,36.0,30.3,20.5,31.2,99.0,17.920833333333327,18.03958333333333,17.681944444444433,88.45833333333331,12.9,16.3,12.9,33.0,29.9,20.9,31.5,99.0
2017-02-07,0,17.999999999999993,17.21651376146788,17.607339449541286,90.50458715596329,13.1,16.4,13.1,50.0,29.5,19.1,28.9,99.0,14.202777777777774,17.161805555555524,13.88333333333333,99.0,13.0,16.6,13.0,99.0,16.1,18.2,14.8,99.0,18.49097222222222,18.159722222222214,18.20347222222223,87.3125,12.8,16.3,12.7,36.0,30.3,20.5,31.2,99.0
2017-02-08,0,18.549541284403674,17.499082568807346,17.966972477064218,87.8165137614679,12.8,16.2,12.8,43.0,29.2,19.3,30.2,99.0,17.076388888888882,17.409722222222214,16.736111111111118,92.56944444444444,13.1,16.4,13.1,50.0,29.5,19.1,28.9,99.0,14.202777777777774,17.161805555555524,13.88333333333333,99.0,13.0,16.6,13.0,99.0,16.1,18.2,14.8,99.0
2017-02-09,0,19.05688073394496,17.733944954128443,18.520183486238533,87.22935779816515,12.7,16.6,12.8,45.0,29.2,19.8,30.6,99.0,17.461111111111116,17.588888888888896,16.948611111111113,90.53472222222223,12.8,16.2,12.8,43.0,29.2,19.3,30.2,99.0,17.076388888888882,17.409722222222214,16.736111111111118,92.56944444444444,13.1,16.4,13.1,50.0,29.5,19.1,28.9,99.0
2017-02-10,0,15.638532110091743,17.463302752293586,15.553211009174314,98.95412844036696,13.0,17.0,13.3,98.0,20.2,18.1,20.0,99.0,17.848611111111122,17.904166666666676,17.496527777777775,90.09027777777777,12.7,16.6,12.8,45.0,29.2,19.8,30.6,99.0,17.461111111111116,17.588888888888896,16.948611111111113,90.53472222222223,12.8,16.2,12.8,43.0,29.2,19.3,30.2,99.0
2017-02-11,0,18.484403669724763,17.67981651376147,18.10091743119266,84.25688073394495,12.8,16.0,13.1,40.0,29.7,20.7,29.9,99.0,15.278472222222224,17.318750000000005,15.096527777777776,98.96527777777777,12.8,16.5,13.1,98.0,20.2,18.1,20.0,99.0,17.848611111111122,17.904166666666676,17.496527777777775,90.09027777777777,12.7,16.6,12.8,45.0,29.2,19.8,30.6,99.0
2017-02-12,0,17.811926605504595,17.486238532110086,17.410091743119267,88.40366972477064,12.6,14.6,13.1,43.0,29.4,20.1,28.4,99.0,17.434027777777786,17.754861111111115,17.12569444444445,87.4236111111111,12.8,16.0,13.1,40.0,29.7,20.7,29.9,99.0,15.278472222222224,17.318750000000005,15.096527777777776,98.96527777777777,12.8,16.5,13.1,98.0,20.2,18.1,20.0,99.0
2017-02-13,0,19.168807339449536,18.03211009174311,18.67339449541284,83.0091743119266,12.6,16.2,13.0,46.0,29.7,21.2,29.7,99.0,16.92777777777778,17.572916666666664,16.602777777777774,90.85416666666669,12.6,14.6,13.1,43.0,29.4,20.1,28.4,99.0,17.434027777777786,17.754861111111115,17.12569444444445,87.4236111111111,12.8,16.0,13.1,40.0,29.7,20.7,29.9,99.0
2017-02-14,0,19.68715596330276,18.465137614678923,19.147706422018352,81.86238532110092,12.7,16.5,13.2,37.0,29.9,21.5,31.2,99.0,17.954166666666673,18.212499999999988,17.611805555555552,86.27083333333331,12.6,16.2,13.0,46.0,29.7,21.2,29.7,99.0,16.92777777777778,17.572916666666664,16.602777777777774,90.85416666666669,12.6,14.6,13.1,43.0,29.4,20.1,28.4,99.0
2017-02-15,0,19.778899082568817,18.6091743119266,19.379816513761465,82.36697247706422,12.8,16.7,13.3,34.0,30.2,21.3,31.5,99.0,18.337500000000006,18.60138888888891,17.99097222222222,85.15972222222223,12.7,16.5,13.2,37.0,29.9,21.5,31.2,99.0,17.954166666666673,18.212499999999988,17.611805555555552,86.27083333333331,12.6,16.2,13.0,46.0,29.7,21.2,29.7,99.0
2017-02-16,1,20.102752293577982,18.843119266055037,19.750458715596327,79.46788990825688,12.8,16.9,13.3,33.0,30.7,22.1,32.7,99.0,18.425000000000008,18.7375,18.202083333333327,85.45833333333333,12.8,16.7,13.3,34.0,30.2,21.3,31.5,99.0,18.337500000000006,18.60138888888891,17.99097222222222,85.15972222222223,12.7,16.5,13.2,37.0,29.9,21.5,31.2,99.0
2017-02-17,1,20.54403669724771,18.76788990825689,19.976146788990842,81.90825688073394,12.9,17.0,13.5,37.0,31.0,21.4,33.0,99.0,18.70972222222222,19.015277777777783,18.546527777777776,83.0486111111111,12.8,16.9,13.3,33.0,30.7,22.1,32.7,99.0,18.425000000000008,18.7375,18.202083333333327,85.45833333333333,12.8,16.7,13.3,34.0,30.2,21.3,31.5,99.0
2017-02-18,1,15.373394495412846,17.779816513761467,15.440366972477062,98.05504587155964,13.3,17.2,13.7,92.0,21.0,18.4,20.2,99.0,19.048611111111114,18.96944444444445,18.721527777777794,85.7986111111111,12.9,17.0,13.5,37.0,31.0,21.4,33.0,99.0,18.70972222222222,19.015277777777783,18.546527777777776,83.0486111111111,12.8,16.9,13.3,33.0,30.7,22.1,32.7,99.0
2017-02-19,1,19.92844036697248,18.28715596330275,19.46055045871561,84.6788990825688,13.1,16.5,13.5,41.0,29.7,21.4,30.4,99.0,14.975,17.656944444444438,15.095138888888886,98.28472222222223,13.3,16.9,13.7,92.0,21.0,18.4,20.2,99.0,19.048611111111114,18.96944444444445,18.721527777777794,85.7986111111111,12.9,17.0,13.5,37.0,31.0,21.4,33.0,99.0
2017-02-20,1,20.289908256880732,18.875229357798176,19.72935779816513,80.76146788990826,13.1,17.0,13.6,34.0,30.4,21.9,30.2,99.0,18.620138888888885,18.555555555555557,18.390277777777776,87.83333333333331,13.1,16.5,13.5,41.0,29.7,21.4,30.4,99.0,14.975,17.656944444444438,15.095138888888886,98.28472222222223,13.3,16.9,13.7,92.0,21.0,18.4,20.2,99.0
2017-02-21,1,17.902752293577983,18.449541284403672,17.64311926605505,95.3577981651376,13.3,17.3,13.8,79.0,26.0,20.0,24.5,99.0,18.871527777777786,19.044444444444448,18.548611111111093,83.93055555555556,13.1,17.0,13.6,34.0,30.4,21.9,30.2,99.0,18.620138888888885,18.555555555555557,18.390277777777776,87.83333333333331,13.1,16.5,13.5,41.0,29.7,21.4,30.4,99.0
2017-02-22,1,19.66238532110092,18.495412844036693,19.099082568807333,81.6697247706422,12.9,16.8,13.5,36.0,30.2,21.5,28.4,99.0,17.034027777777773,18.43194444444445,16.932638888888892,96.22916666666669,13.3,17.3,13.8,79.0,26.0,20.0,24.5,99.0,18.871527777777786,19.044444444444448,18.548611111111093,83.93055555555556,13.1,17.0,13.6,34.0,30.4,21.9,30.2,99.0
2017-02-23,1,19.4651376146789,18.268807339449545,18.733944954128436,87.36697247706422,12.8,16.9,13.4,45.0,28.9,20.8,27.3,99.0,18.34444444444445,18.65555555555555,18.009027777777774,84.2361111111111,12.9,16.8,13.5,36.0,30.2,21.5,28.4,99.0,17.034027777777773,18.43194444444445,16.932638888888892,96.22916666666669,13.3,17.3,13.8,79.0,26.0,20.0,24.5,99.0
2017-02-24,1,17.140366972477064,18.03853211009174,16.965137614678902,98.69724770642202,13.9,17.5,14.2,96.0,23.3,19.2,21.6,99.0,18.409722222222218,18.50694444444445,17.967361111111103,90.02777777777777,12.8,16.9,13.4,45.0,28.9,20.8,27.3,99.0,18.34444444444445,18.65555555555555,18.009027777777774,84.2361111111111,12.9,16.8,13.5,36.0,30.2,21.5,28.4,99.0
2017-02-25,1,20.463302752293565,18.61009174311927,19.743119266055047,80.65137614678899,13.0,16.8,13.6,35.0,30.5,21.7,28.5,99.0,16.48472222222222,18.097222222222218,16.44791666666667,98.77083333333331,13.4,17.5,13.8,96.0,23.3,19.2,21.6,99.0,18.409722222222218,18.50694444444445,17.967361111111103,90.02777777777777,12.8,16.9,13.4,45.0,28.9,20.8,27.3,99.0
2017-02-26,1,20.97706422018348,18.77431192660552,19.91926605504587,81.97247706422019,12.9,16.1,13.6,41.0,32.8,21.8,29.0,99.0,18.980555555555547,18.834027777777774,18.58611111111111,83.75,13.0,16.8,13.6,35.0,30.5,21.7,28.5,99.0,16.48472222222222,18.097222222222218,16.44791666666667,98.77083333333331,13.4,17.5,13.8,96.0,23.3,19.2,21.6,99.0
2017-02-27,1,20.48256880733946,19.161467889908263,19.821100917431192,81.9816513761468,13.0,17.3,13.7,38.0,30.6,21.9,28.9,99.0,19.447222222222212,19.04652777777779,18.80138888888888,84.97916666666667,12.9,16.1,13.6,41.0,32.8,21.8,29.0,99.0,18.980555555555547,18.834027777777774,18.58611111111111,83.75,13.0,16.8,13.6,35.0,30.5,21.7,28.5,99.0
2017-02-28,1,21.405504587155963,19.51009174311927,20.68623853211009,79.56880733944953,13.1,17.5,13.7,38.0,32.9,22.7,32.1,99.0,19.102083333333344,19.348611111111115,18.76319444444444,85.0625,13.0,17.3,13.7,38.0,30.6,21.9,28.9,99.0,19.447222222222212,19.04652777777779,18.80138888888888,84.97916666666667,12.9,16.1,13.6,41.0,32.8,21.8,29.0,99.0
2017-03-01,1,20.61743119266055,19.59357798165138,20.03761467889908,80.79816513761467,13.4,17.7,14.0,44.0,33.2,22.4,29.4,99.0,19.928472222222226,19.777777777777786,19.55416666666667,82.875,13.1,17.5,13.7,38.0,32.9,22.7,32.1,99.0,19.102083333333344,19.348611111111115,18.76319444444444,85.0625,13.0,17.3,13.7,38.0,30.6,21.9,28.9,99.0
2017-03-02,1,19.789908256880747,19.39633027522936,19.45779816513762,86.76146788990826,12.9,17.6,13.9,61.0,31.1,22.1,28.2,98.0,19.190972222222218,19.722916666666666,18.915972222222226,83.69444444444444,13.4,17.7,14.0,44.0,33.2,22.4,29.4,99.0,19.928472222222226,19.777777777777786,19.55416666666667,82.875,13.1,17.5,13.7,38.0,32.9,22.7,32.1,99.0
2017-03-03,1,15.718348623853213,17.88073394495414,15.730275229357796,97.13761467889908,13.4,17.3,13.7,89.0,24.0,18.9,21.6,99.0,18.595138888888897,19.42361111111111,18.4763888888889,89.09027777777777,12.9,17.6,13.9,61.0,31.1,22.1,28.2,98.0,19.190972222222218,19.722916666666666,18.915972222222226,83.69444444444444,13.4,17.7,14.0,44.0,33.2,22.4,29.4,99.0
2017-03-04,1,20.95229357798165,18.70733944954129,20.187155963302754,76.41284403669725,13.2,16.8,13.7,30.0,31.9,22.0,30.9,99.0,15.34583333333334,17.911111111111122,15.461111111111107,97.5625,13.4,17.3,13.7,89.0,24.0,18.9,21.6,99.0,18.595138888888897,19.42361111111111,18.4763888888889,89.09027777777777,12.9,17.6,13.9,61.0,31.1,22.1,28.2,98.0
2017-03-05,1,21.161467889908256,19.30917431192661,20.45779816513761,77.30275229357798,13.0,17.3,13.8,35.0,32.2,22.5,30.1,99.0,19.39305555555556,18.97083333333333,19.00763888888891,80.375,13.2,16.8,13.7,30.0,31.9,22.0,30.9,99.0,15.34583333333334,17.911111111111122,15.461111111111107,97.5625,13.4,17.3,13.7,89.0,24.0,18.9,21.6,99.0
2017-03-06,1,20.45412844036697,19.55504587155962,19.940366972477058,84.8440366972477,13.0,17.8,13.7,47.0,32.4,22.1,30.7,99.0,19.634722222222226,19.54097222222222,19.218749999999982,82.5763888888889,13.0,17.3,13.8,35.0,32.2,22.5,30.1,99.0,19.39305555555556,18.97083333333333,19.00763888888891,80.375,13.2,16.8,13.7,30.0,31.9,22.0,30.9,99.0
2017-03-07,1,15.956880733944958,18.502752293577984,16.101834862385328,97.86238532110092,13.4,17.9,13.9,92.0,21.7,19.3,20.4,99.0,19.338888888888878,19.66944444444444,19.086805555555546,87.9513888888889,13.0,17.8,13.7,47.0,32.4,22.1,30.7,99.0,19.634722222222226,19.54097222222222,19.218749999999982,82.5763888888889,13.0,17.3,13.8,35.0,32.2,22.5,30.1,99.0
2017-03-08,1,19.321100917431192,18.467889908256886,18.800917431192666,82.97247706422019,13.2,17.1,13.7,40.0,30.3,20.7,26.9,99.0,15.529166666666672,18.420138888888896,15.72430555555556,98.07638888888887,13.3,17.7,13.9,92.0,21.7,19.3,20.4,99.0,19.338888888888878,19.66944444444444,19.086805555555546,87.9513888888889,13.0,17.8,13.7,47.0,32.4,22.1,30.7,99.0
2017-03-09,1,19.28165137614679,18.622935779816515,18.76055045871559,81.22018348623853,12.9,17.2,13.5,30.0,31.4,20.7,28.6,99.0,18.074305555555547,18.60138888888889,17.80069444444445,85.3263888888889,13.1,17.1,13.7,40.0,30.3,20.7,26.9,99.0,15.529166666666672,18.420138888888896,15.72430555555556,98.07638888888887,13.3,17.7,13.9,92.0,21.7,19.3,20.4,99.0
2017-03-10,1,21.10825688073395,19.03486238532109,20.330275229357806,77.94495412844037,12.9,17.2,13.5,41.0,35.8,21.9,31.9,97.0,18.05347222222222,18.661111111111108,17.780555555555555,84.29166666666667,12.9,17.2,13.5,30.0,31.4,20.7,28.6,99.0,18.074305555555547,18.60138888888889,17.80069444444445,85.3263888888889,13.1,17.1,13.7,40.0,30.3,20.7,26.9,99.0
2017-05-15,0,23.107339449541282,23.388073394495397,23.01834862385321,72.44954128440367,14.3,17.4,13.0,44.0,32.8,29.5,33.5,100.0,18.21111111111111,19.086111111111123,17.911805555555567,88.15972222222223,16.3,16.9,14.9,76.0,21.2,21.1,21.6,100.0,22.488888888888887,22.429861111111123,22.65069444444444,67.52777777777777,14.4,17.4,13.8,35.0,31.4,30.7,33.0,100.0
2017-05-16,0,22.44128440366972,22.686238532110103,22.55871559633028,72.0,18.3,19.8,18.2,49.0,31.5,27.1,31.6,90.0,22.284027777777773,23.198611111111106,22.23680555555555,74.43055555555556,14.3,17.4,13.0,44.0,32.8,29.5,33.5,100.0,18.21111111111111,19.086111111111123,17.911805555555567,88.15972222222223,16.3,16.9,14.9,76.0,21.2,21.1,21.6,100.0
2017-05-17,0,21.0954128440367,21.54495412844036,21.078899082568807,52.8348623853211,14.7,16.8,14.3,32.0,29.4,26.5,30.5,84.0,21.57638888888889,22.54305555555557,21.55694444444445,74.94444444444444,16.9,19.5,16.7,49.0,31.5,27.1,31.6,100.0,22.284027777777773,23.198611111111106,22.23680555555555,74.43055555555556,14.3,17.4,13.0,44.0,32.8,29.5,33.5,100.0
2017-05-18,0,20.601834862385317,21.29266055045871,21.700000000000006,67.87155963302753,13.4,17.1,12.9,41.0,27.7,25.3,52.5,99.0,20.143055555555566,21.10208333333333,20.10416666666667,57.90277777777778,14.7,16.8,14.3,32.0,29.4,26.5,30.5,84.0,21.57638888888889,22.54305555555557,21.55694444444445,74.94444444444444,16.9,19.5,16.7,49.0,31.5,27.1,31.6,100.0
2017-05-19,0,23.66422018348625,24.22477064220184,24.221100917431194,63.58715596330275,14.6,17.7,13.9,22.0,32.6,32.1,34.2,100.0,19.873611111111103,21.168749999999992,20.641666666666673,72.49305555555556,13.4,17.1,12.9,41.0,27.7,25.3,52.5,99.0,20.143055555555566,21.10208333333333,20.10416666666667,57.90277777777778,14.7,16.8,14.3,32.0,29.4,26.5,30.5,84.0
2017-05-20,0,24.16788990825688,24.90183486238533,24.68532110091743,67.8256880733945,14.9,18.4,14.2,22.0,33.4,33.3,36.3,100.0,22.336111111111123,23.52847222222222,22.648611111111112,69.43055555555556,14.6,17.7,13.9,22.0,32.6,32.1,34.2,100.0,19.873611111111103,21.168749999999992,20.641666666666673,72.49305555555556,13.4,17.1,12.9,41.0,27.7,25.3,52.5,99.0
2017-05-21,0,25.17431192660551,25.28807339449541,25.813761467889925,59.366972477064216,14.7,18.8,14.4,26.0,34.0,33.1,37.2,97.0,22.87986111111111,24.39583333333334,23.175,72.97916666666667,14.9,18.4,14.2,22.0,33.4,33.3,36.3,100.0,22.336111111111123,23.52847222222222,22.648611111111112,69.43055555555556,14.6,17.7,13.9,22.0,32.6,32.1,34.2,100.0
2017-05-22,0,26.272477064220187,25.84311926605505,26.81834862385321,58.38532110091742,16.2,19.6,16.0,26.0,36.4,33.1,37.8,91.0,23.988194444444453,24.85763888888889,24.458333333333357,63.32638888888889,14.7,18.8,14.4,26.0,34.0,33.1,37.2,97.0,22.87986111111111,24.39583333333334,23.175,72.97916666666667,14.9,18.4,14.2,22.0,33.4,33.3,36.3,100.0
2017-05-23,0,25.347706422018362,26.094495412844033,26.25412844036696,63.96330275229358,17.1,20.5,16.7,34.0,32.1,33.0,34.9,95.0,24.97361111111111,25.42847222222223,25.34930555555555,64.52083333333333,16.2,19.6,16.0,26.0,36.4,33.1,37.8,93.0,23.988194444444453,24.85763888888889,24.458333333333357,63.32638888888889,14.7,18.8,14.4,26.0,34.0,33.1,37.2,97.0
2017-05-24,0,25.479816513761453,26.523853211009172,27.008256880733953,58.1376146788991,16.7,20.4,16.3,30.0,33.0,33.8,36.1,100.0,24.09652777777779,25.571527777777767,24.761805555555547,68.34722222222223,17.1,20.5,16.7,34.0,32.1,33.0,34.9,95.0,24.97361111111111,25.42847222222223,25.34930555555555,64.52083333333333,16.2,19.6,16.0,26.0,36.4,33.1,37.8,93.0
2017-05-25,0,24.621100917431196,25.124770642201828,23.436697247706427,67.64220183486239,17.8,21.0,10.7,40.0,32.4,32.2,33.3,100.0,24.29791666666666,25.840277777777768,23.13642857142858,68.3125,16.7,20.4,4.5,30.0,33.0,33.8,36.1,100.0,24.09652777777779,25.571527777777767,24.761805555555547,68.34722222222223,17.1,20.5,16.7,34.0,32.1,33.0,34.9,95.0
2017-05-26,0,21.965137614678888,22.088990825688075,22.117431192660565,81.58715596330275,19.7,19.7,19.5,61.0,27.8,25.4,28.7,94.0,23.86458333333332,24.254861111111094,23.000694444444452,70.6388888888889,17.8,21.0,10.7,40.0,32.4,32.2,33.3,100.0,24.29791666666666,25.840277777777768,23.13642857142858,68.3125,16.7,20.4,4.5,30.0,33.0,33.8,36.1,100.0
2017-05-27,0,22.797247706422034,22.67339449541285,22.7559633027523,81.90825688073394,18.5,20.6,18.0,54.0,30.4,29.2,31.1,100.0,21.597222222222214,22.12777777777778,21.64583333333334,84.31944444444444,19.7,19.7,19.5,61.0,27.8,25.4,28.7,97.0,23.86458333333332,24.254861111111094,23.000694444444452,70.6388888888889,17.8,21.0,10.7,40.0,32.4,32.2,33.3,100.0
2017-05-28,0,24.55596330275231,23.067889908256873,25.24587155963302,49.11926605504587,15.2,18.3,15.0,26.0,33.5,28.5,33.8,91.0,21.96319444444445,22.479861111111113,21.87569444444443,84.9236111111111,16.6,20.2,16.5,54.0,30.4,29.2,31.1,100.0,21.597222222222214,22.12777777777778,21.64583333333334,84.31944444444444,19.7,19.7,19.5,61.0,27.8,25.4,28.7,97.0
2017-05-29,0,24.801834862385327,22.230275229357805,25.400917431192656,52.70642201834864,13.5,13.5,13.4,26.0,34.5,29.0,36.2,100.0,23.09375000000001,21.968749999999996,23.609722222222228,51.09027777777778,15.2,16.5,15.0,26.0,33.5,28.5,33.8,91.0,21.96319444444445,22.479861111111113,21.87569444444443,84.9236111111111,16.6,20.2,16.5,54.0,30.4,29.2,31.1,100.0
2017-05-30,0,24.854128440366978,24.114678899082573,25.69908256880736,59.91743119266055,14.7,19.4,14.3,31.0,33.5,29.6,35.9,97.0,23.55624999999999,22.29583333333333,23.97361111111111,56.40277777777778,13.5,13.5,13.4,26.0,34.5,29.0,36.2,100.0,23.09375000000001,21.968749999999996,23.609722222222228,51.09027777777778,15.2,16.5,15.0,26.0,33.5,28.5,33.8,91.0
2017-05-31,0,26.05321100917431,24.661467889908252,26.636697247706408,59.43119266055046,16.2,20.3,16.0,31.0,34.8,30.1,36.6,98.0,23.68194444444445,23.984027777777786,24.27986111111112,64.0138888888889,14.7,19.4,14.3,31.0,33.5,29.6,35.9,97.0,23.55624999999999,22.29583333333333,23.97361111111111,56.40277777777778,13.5,13.5,13.4,26.0,34.5,29.0,36.2,100.0
2017-06-01,0,25.522935779816518,24.90366972477064,26.170642201834852,72.06422018348623,20.9,22.9,20.4,49.0,32.3,27.4,33.8,100.0,25.12500000000001,24.65416666666666,25.497222222222213,65.4861111111111,16.2,20.3,16.0,31.0,34.8,30.1,36.6,98.0,23.68194444444445,23.984027777777786,24.27986111111112,64.0138888888889,14.7,19.4,14.3,31.0,33.5,29.6,35.9,97.0
2017-06-02,0,25.61559633027523,24.664220183486236,22.411926605504583,76.61467889908256,19.7,22.2,6.0,40.0,34.7,28.2,36.1,100.0,24.706250000000008,24.668055555555547,22.844680851063824,78.7062937062937,20.9,22.9,2.4,49.0,32.3,27.4,33.8,100.0,25.12500000000001,24.65416666666666,25.497222222222213,65.4861111111111,16.2,20.3,16.0,31.0,34.8,30.1,36.6,98.0
2017-06-03,0,23.867889908256878,23.912844036697248,24.33577981651377,61.100917431192656,15.9,21.0,14.5,24.0,32.4,27.8,35.5,100.0,24.65694444444444,24.559027777777782,22.17847222222223,78.3888888888889,19.7,22.2,6.0,40.0,34.7,28.2,36.1,100.0,24.706250000000008,24.668055555555547,22.844680851063824,78.7062937062937,20.9,22.9,2.4,49.0,32.3,27.4,33.8,100.0
2017-06-04,0,23.619266055045877,22.339449541284413,24.17155963302752,47.31192660550459,14.3,18.6,14.0,27.0,32.1,26.4,34.6,92.0,22.395833333333336,23.288194444444446,22.72916666666667,59.71527777777778,15.9,20.0,14.5,24.0,32.4,27.8,35.5,100.0,24.65694444444444,24.559027777777782,22.17847222222223,78.3888888888889,19.7,22.2,6.0,40.0,34.7,28.2,36.1,100.0
2017-06-05,0,25.08807339449542,23.266972477064208,26.056880733944954,39.981651376146786,14.9,18.5,14.6,20.0,34.9,28.9,36.8,64.0,22.52083333333333,22.18125000000001,22.90416666666666,47.64583333333334,14.3,18.6,14.0,27.0,32.1,26.4,34.6,92.0,22.395833333333336,23.288194444444446,22.72916666666667,59.71527777777778,15.9,20.0,14.5,24.0,32.4,27.8,35.5,100.0
2017-06-06,0,24.006422018348623,22.966972477064218,25.1605504587156,50.220183486238525,11.9,18.7,11.6,24.0,33.3,26.9,36.1,90.0,23.64236111111112,23.1923611111111,24.31736111111111,44.875,14.9,18.5,14.6,20.0,34.9,28.9,36.8,82.0,22.52083333333333,22.18125000000001,22.90416666666666,47.64583333333334,14.3,18.6,14.0,27.0,32.1,26.4,34.6,92.0
